zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,countryCurrency,price,unformattedPrice,isUndisclosedAddress,beds,baths,area,isZillowOwned,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,hasVideo,isHomeRec,hasAdditionalAttributions,availabilityDate,date_parsed,streetViewMetadataURL,streetViewURL
16838672,16838672,,https://photos.zillowstatic.com/fp/dfec09dfc0a5f361c1c2503d59551fb1-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/8294-Prestwick-Dr-La-Jolla-CA-92037/16838672_zpid/,"{'latitude': 32.856934, 'longitude': -117.24762}",,"{'type': 'TIME_ON_INFO', 'text': '94 days ago', 'data': {'isFresh': False}}",,,,"8294 Prestwick Dr, La Jolla, CA 92037",8294 Prestwick Dr,CA,La Jolla,92037.0,4xwq9m5qjg9hz,,False,False,False,True,False,$,"$16,000/mo",16000.0,False,4.0,4.0,2714.0,False,"{'homeInfo': {'zpid': 16838672, 'streetAddress': '8294 Prestwick Dr', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.856934, 'longitude': -117.24762, 'price': 16000.0, 'datePriceChanged': 1634886000000, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 2714.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3859500, 'rentZestimate': 11896, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 16000.0, 'priceChange': 4000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1171428.0, 'lotAreaValue': 0.25, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,3859500.0,False,False,False,False,,2022-01-23,,
16858420,16858420,,https://photos.zillowstatic.com/fp/ac2a702ce6c0ec389a9ecfb0c5e02c20-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/1471-Caminito-Batea-La-Jolla-CA-92037/16858420_zpid/,"{'latitude': 32.817604, 'longitude': -117.248566}",,"{'type': 'TIME_ON_INFO', 'text': '99 days ago', 'data': {'isFresh': False}}",,,,"1471 Caminito Batea, La Jolla, CA 92037",1471 Caminito Batea,CA,La Jolla,92037.0,3sajv6n4wwsvw,,False,False,False,True,False,$,"$7,300/mo",7300.0,False,3.0,3.5,2469.0,False,"{'homeInfo': {'zpid': 16858420, 'streetAddress': '1471 Caminito Batea', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.817604, 'longitude': -117.248566, 'price': 7300.0, 'datePriceChanged': 1641801600000, 'bathrooms': 3.5, 'bedrooms': 3.0, 'livingArea': 2469.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2871900, 'rentZestimate': 9151, 'listing_sub_type': {}, 'priceReduction': '$650 (Jan 10)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 7300.0, 'priceChange': -650, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2027279.0, 'lotAreaValue': 7231.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,2871900.0,False,False,False,False,2022-02-01 00:00:00,2022-01-23,,
16856377,16856377,,https://photos.zillowstatic.com/fp/3b25901a55f3a899db30429b4dfe8400-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/5432-Candlelight-Dr-La-Jolla-CA-92037/16856377_zpid/,"{'latitude': 32.81356, 'longitude': -117.25901}",,"{'type': 'TIME_ON_INFO', 'text': None, 'data': {'isFresh': False}}",,,,"5432 Candlelight Dr, La Jolla, CA 92037",5432 Candlelight Dr,CA,La Jolla,92037.0,2fjzcgfm4dezt,,False,False,False,True,False,$,"$12,000/mo",12000.0,False,5.0,3.0,3050.0,False,"{'homeInfo': {'zpid': 16856377, 'streetAddress': '5432 Candlelight Dr', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.81356, 'longitude': -117.25901, 'price': 12000.0, 'datePriceChanged': 1637136000000, 'bathrooms': 3.0, 'bedrooms': 5.0, 'livingArea': 3050.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 3753800, 'rentZestimate': 12030, 'listing_sub_type': {}, 'priceReduction': '$1,000 (Nov 17)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 12000.0, 'priceChange': -1000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 2025152.0, 'lotAreaValue': 0.539485766758494, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,3753800.0,False,False,False,False,2022-08-01 00:00:00,2022-01-23,,
16855016,16855016,,https://photos.zillowstatic.com/fp/a028eebf47324aae47adefe27620dd01-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/6018-Avenida-Chamnez-La-Jolla-CA-92037/16855016_zpid/,"{'latitude': 32.82262, 'longitude': -117.26446}",,"{'type': 'TIME_ON_INFO', 'text': '226 days ago', 'data': {'isFresh': False}}",,,,"6018 Avenida Chamnez, La Jolla, CA 92037",6018 Avenida Chamnez,CA,La Jolla,92037.0,42ejmtsfw6hf8,,False,False,False,True,False,$,"$9,000/mo",9000.0,False,3.0,2.0,1859.0,False,"{'homeInfo': {'zpid': 16855016, 'streetAddress': '6018 Avenida Chamnez', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.82262, 'longitude': -117.26446, 'price': 9000.0, 'datePriceChanged': 1631862000000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1859.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 6995, 'listing_sub_type': {}, 'priceReduction': '', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 9000.0, 'priceChange': -6000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1500393.0, 'lotAreaValue': 0.2799816345270891, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,,False,False,False,False,,2022-01-23,,
16857134,16857134,,https://photos.zillowstatic.com/fp/13aa336e5a4f28fed9e7c9470c15cfbd-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/5579-Avenida-Fiesta-La-Jolla-CA-92037/16857134_zpid/,"{'latitude': 32.82204, 'longitude': -117.23299}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,,,"5579 Avenida Fiesta, La Jolla, CA 92037",5579 Avenida Fiesta,CA,La Jolla,92037.0,169ha1ha52hnw,,True,False,False,True,False,$,"$15,000/mo",15000.0,False,6.0,4.0,4000.0,False,"{'homeInfo': {'zpid': 16857134, 'streetAddress': '5579 Avenida Fiesta', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.82204, 'longitude': -117.23299, 'price': 15000.0, 'bathrooms': 4.0, 'bedrooms': 6.0, 'livingArea': 4000.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2845900, 'rentZestimate': 9189, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 15000.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1525619.0, 'lotAreaValue': 0.4155188246097337, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,2845900.0,False,False,False,False,2022-06-01 00:00:00,2022-01-23,,
16907608,16907608,,https://photos.zillowstatic.com/fp/75f22574def3b6b98a2d05bf61529fdb-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/La-Jolla-CA-92037/16907608_zpid/,{},,"{'type': 'TIME_ON_INFO', 'text': '472 days ago', 'data': {'isFresh': False}}",,,,"(undisclosed Address), La Jolla, CA 92037",(undisclosed Address),CA,La Jolla,92037.0,3cc5kcry14ugj,,False,False,False,True,False,$,"$52,000/mo",52000.0,True,7.0,5.0,4176.0,False,"{'homeInfo': {'zpid': 16907608, 'streetAddress': '(undisclosed Address)', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'price': 52000.0, 'datePriceChanged': 1609142400000, 'bathrooms': 5.0, 'bedrooms': 7.0, 'livingArea': 4176.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 6132100, 'rentZestimate': 19174, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 52000.0, 'priceChange': 13000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'lotAreaValue': 10672.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,6132100.0,False,False,False,False,,2022-01-23,,
16849690,16849690,,https://photos.zillowstatic.com/fp/0807d3aecb3b2e9b44296381d3f04cdb-p_e.jpg,True,FOR_RENT,Condo for rent,https://www.zillow.com/homedetails/205-Fern-Glen-La-Jolla-CA-92037/16849690_zpid/,"{'latitude': 32.83318, 'longitude': -117.2811}",,"{'type': 'VIDEO_WALKTHROUGH', 'text': 'Video Walkthrough'}",,,,"205 Fern Glen, La Jolla, CA 92037",205 Fern Glen,CA,La Jolla,92037.0,2b0usegw8ef2u,,False,False,False,True,False,$,"$7,250/mo",7250.0,False,2.0,2.5,1448.0,False,"{'homeInfo': {'zpid': 16849690, 'streetAddress': '205 Fern Glen', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.83318, 'longitude': -117.2811, 'price': 7250.0, 'datePriceChanged': 1635490800000, 'bathrooms': 2.5, 'bedrooms': 2.0, 'livingArea': 1448.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2405200, 'rentZestimate': 7496, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 7250.0, 'priceChange': 900, 'videoCount': 1, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1872250.0, 'lotAreaValue': 2.0, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,2405200.0,False,True,False,False,,2022-01-23,,
16841102,16841102,,https://photos.zillowstatic.com/fp/76ec6e7582b4cfd4ba10bc2fa953dbef-p_e.jpg,True,FOR_RENT,Townhouse for rent,https://www.zillow.com/homedetails/3250-Via-Marin-UNIT-3-La-Jolla-CA-92037/16841102_zpid/,"{'latitude': 32.85676, 'longitude': -117.2331}",,"{'type': 'TIME_ON_INFO', 'text': '15 hours ago', 'data': {'isFresh': True}}",,,,"3250 Via Marin UNIT 3, La Jolla, CA 92037",3250 Via Marin UNIT 3,CA,La Jolla,92037.0,3hsmnxkmy3szx,,False,False,False,True,False,$,"$3,100/mo",3100.0,False,2.0,3.0,1074.0,False,"{'homeInfo': {'zpid': 16841102, 'streetAddress': '3250 Via Marin UNIT 3', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.85676, 'longitude': -117.2331, 'price': 3100.0, 'bathrooms': 3.0, 'bedrooms': 2.0, 'livingArea': 1074.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 775600, 'rentZestimate': 3025, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3100.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 492135.0, 'unit': 'Unit 3', 'lotAreaValue': 2.55, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,775600.0,False,False,False,False,2022-02-01 00:00:00,2022-01-24,,
32.86568--117.235725,32.86568--117.235725,1001554478.0,https://photos.zillowstatic.com/fp/c16331bf1bedb76f67c612d72e8a00a0-p_e.jpg,True,FOR_RENT,Solazzo Apartments Homes,/b/solazzo-apartments-homes-la-jolla-ca-5Xk5YK/,"{'latitude': 32.86568, 'longitude': -117.235725}","[{'price': '$2,790+', 'beds': '1'}, {'price': '$3,450+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,Solazzo Apartments Homes,True,"8506 Villa La Jolla Dr, La Jolla, CA",8506 Villa La Jolla Dr   # 329,CA,La Jolla,92037.0,12e0rmdse6tpe,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,2022-01-24,,
2087043942,2087043942,,https://photos.zillowstatic.com/fp/4d2224576e42951075e36261fb0003ef-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/8110-Camino-Del-Sol-APT-1-La-Jolla-CA-92037/2087043942_zpid/,"{'latitude': 32.854427, 'longitude': -117.2572}",,"{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isFresh': False}}",,,,"8110 Camino Del Sol APT 1, La Jolla, CA 92037",8110 Camino Del Sol APT 1,CA,La Jolla,92037.0,323z3ba5pupjg,,False,False,False,True,False,$,"$2,600/mo",2600.0,False,1.0,1.0,605.0,False,"{'homeInfo': {'zpid': 2087043942, 'streetAddress': '8110 Camino Del Sol APT 1', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.854427, 'longitude': -117.2572, 'price': 2600.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 605.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2617, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2600.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 1'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-03-01 00:00:00,2022-01-24,,
32.841976--117.27955,32.841976--117.27955,1001635123.0,https://photos.zillowstatic.com/fp/025e0ccd6d52b666e3ea755697884942-p_e.jpg,True,FOR_RENT,Ocean House on Prospect Apartment Homes,/b/ocean-house-on-prospect-apartment-homes-la-jolla-ca-5Xkm98/,"{'latitude': 32.841976, 'longitude': -117.27955}","[{'price': '$4,990+', 'beds': '1'}, {'price': '$10,114+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Ocean House on Prospect Apartment Homes,True,"400 Prospect St, La Jolla, CA",400 Prospect St   Unit 401,CA,La Jolla,92037.0,1b6vkhb2936ea,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,2022-01-24,,
52514281,52514281,,https://photos.zillowstatic.com/fp/608e280c331f4c303aa380bce3730525-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/6689-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/52514281_zpid/,"{'latitude': 32.836853, 'longitude': -117.248024}",,"{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isFresh': False}}",,,,"6689 La Jolla Scenic Dr S, La Jolla, CA 92037",6689 La Jolla Scenic Dr S,CA,La Jolla,92037.0,28ej6weyyrrfs,,False,False,False,True,False,$,"$6,295/mo",6295.0,False,4.0,3.5,2500.0,False,"{'homeInfo': {'zpid': 52514281, 'streetAddress': '6689 La Jolla Scenic Dr S', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.836853, 'longitude': -117.248024, 'price': 6295.0, 'bathrooms': 3.5, 'bedrooms': 4.0, 'livingArea': 2500.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1879500, 'rentZestimate': 7645, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 6295.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1235927.0, 'lotAreaValue': 3300.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,1879500.0,False,False,False,False,2022-03-01 00:00:00,2022-01-24,,
32.863358--117.23383,32.863358--117.23383,2079486281.0,https://photos.zillowstatic.com/fp/5bac4937414789a1847715eb08e36efd-p_e.jpg,True,FOR_RENT,For Rent,/b/villa-la-jolla-condominiums-la-jolla-ca-9MjLkX/,"{'latitude': 32.863358, 'longitude': -117.23383}","[{'price': '$2,150+', 'beds': '0'}, {'price': '$2,400+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,,True,"8680 Via Mallorca, La Jolla, CA",8680 Via Mallorca Apt B,CA,La Jolla,92037.0,10epuh7rxztge,False,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,2022-01-24,,
2099876930,2099876930,,https://photos.zillowstatic.com/fp/33f79141e7c36d6b1bc1dbcfc7a4cf9d-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/952-Agate-St-San-Diego-CA-92109/2099876930_zpid/,"{'latitude': 32.810513, 'longitude': -117.256775}",,"{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isFresh': False}}",,,,"952 Agate St, San Diego, CA 92109",952 Agate St,CA,San Diego,92109.0,19bj4bdqt00ux,,False,False,False,True,False,$,"$4,995/mo",4995.0,False,3.0,2.0,1400.0,False,"{'homeInfo': {'zpid': 2099876930, 'streetAddress': '952 Agate St', 'zipcode': '92109', 'city': 'San Diego', 'state': 'CA', 'latitude': 32.810513, 'longitude': -117.256775, 'price': 4995.0, 'datePriceChanged': 1642752000000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1400.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2201800, 'rentZestimate': 6157, 'listing_sub_type': {}, 'priceReduction': '$400 (Jan 21)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4995.0, 'priceChange': -400, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA'}}",False,False,ForRent,For Rent,2201800.0,False,False,False,False,2022-02-11 00:00:00,2022-01-24,,
2098011390,2098011390,,https://photos.zillowstatic.com/fp/a6523caa27721a9709b784e86b5c3bb6-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/561-Marine-St-La-Jolla-CA-92037/2098011390_zpid/,"{'latitude': 32.83752, 'longitude': -117.27709}",,"{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isFresh': False}}",,,,"561 Marine St, La Jolla, CA 92037",561 Marine St,CA,La Jolla,92037.0,ef3gykp69e7q,,False,False,False,True,False,$,"$3,695/mo",3695.0,False,2.0,1.0,1300.0,False,"{'homeInfo': {'zpid': 2098011390, 'streetAddress': '561 Marine St', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.83752, 'longitude': -117.27709, 'price': 3695.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 1300.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 2168600, 'rentZestimate': 4340, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3695.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA'}}",False,False,ForRent,For Rent,2168600.0,False,False,False,False,2022-02-01 00:00:00,2022-01-24,,
2079573380,2079573380,,https://photos.zillowstatic.com/fp/d8e1b0d0c8149d11a43995b95d78c544-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/1261-Prospect-St-La-Jolla-CA-92037/2079573380_zpid/,"{'latitude': 32.848843, 'longitude': -117.27121}",,"{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isFresh': False}}",,,,"1261 Prospect St, La Jolla, CA 92037",1261 Prospect St,CA,La Jolla,92037.0,458c8ven75wss,,False,False,False,True,False,$,"$2,175/mo",2175.0,False,0.0,1.0,400.0,False,"{'homeInfo': {'zpid': 2079573380, 'streetAddress': '1261 Prospect St', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.848843, 'longitude': -117.27121, 'price': 2175.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 400.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1924, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2175.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA'}}",False,False,ForRent,For Rent,,False,False,False,False,2022-04-05 00:00:00,2022-01-24,,
16850472,16850472,,https://photos.zillowstatic.com/fp/949a2b07544ca778bd9709e0fdb0ba09-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/503-Rosemont-St-La-Jolla-CA-92037/16850472_zpid/,"{'latitude': 32.82784, 'longitude': -117.275055}",,"{'type': 'TIME_ON_INFO', 'text': '3 days ago', 'data': {'isFresh': False}}",,,,"503 Rosemont St, La Jolla, CA 92037",503 Rosemont St,CA,La Jolla,92037.0,cb3d9punc0nz,,False,False,False,True,False,$,"$4,450/mo",4450.0,False,2.0,1.0,1000.0,False,"{'homeInfo': {'zpid': 16850472, 'streetAddress': '503 Rosemont St', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.82784, 'longitude': -117.275055, 'price': 4450.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 1000.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1496600, 'rentZestimate': 4450, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4450.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 81474.0, 'lotAreaValue': 3298.0, 'lotAreaUnit': 'sqft'}}",False,False,ForRent,For Rent,1496600.0,False,False,False,False,2022-02-04 00:00:00,2022-01-24,,
2093844753,2093844753,,https://photos.zillowstatic.com/fp/ed97adbd0ecfe919509756b24b8a1939-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/homedetails/733-Kline-St-UNIT-206-La-Jolla-CA-92037/2093844753_zpid/,"{'latitude': 32.842506, 'longitude': -117.27612}",,"{'type': 'TIME_ON_INFO', 'text': '5 days ago', 'data': {'isFresh': False}}",,,,"733 Kline St UNIT 206, La Jolla, CA 92037",733 Kline St UNIT 206,CA,La Jolla,92037.0,2td68qj3t6786,,False,False,False,True,False,$,"$4,950/mo",4950.0,False,2.0,2.0,1165.0,False,"{'homeInfo': {'zpid': 2093844753, 'streetAddress': '733 Kline St UNIT 206', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.842506, 'longitude': -117.27612, 'price': 4950.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1165.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 4949, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4950.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Unit 206'}}",False,False,ForRent,For Rent,,False,False,False,False,,2022-01-24,,
16839002,16839002,,https://photos.zillowstatic.com/fp/abe6fd8b2fbdf430413a0e702b257424-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/2886-Torrey-Pines-Rd-La-Jolla-CA-92037/16839002_zpid/,"{'latitude': 32.854782, 'longitude': -117.24613}",,"{'type': 'TIME_ON_INFO', 'text': '5 days ago', 'data': {'isFresh': False}}",,,,"2886 Torrey Pines Rd, La Jolla, CA 92037",2886 Torrey Pines Rd,CA,La Jolla,92037.0,37ujf9cdsyqk6,,False,True,False,True,False,$,"$5,700/mo",5700.0,False,3.0,2.5,2036.0,False,"{'homeInfo': {'zpid': 16839002, 'streetAddress': '2886 Torrey Pines Rd', 'zipcode': '92037', 'city': 'La Jolla', 'state': 'CA', 'latitude': 32.854782, 'longitude': -117.24613, 'price': 5700.0, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 2036.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1419100, 'rentZestimate': 5784, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 5700.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 560856.0, 'lotAreaValue': 1.569811753902663, 'lotAreaUnit': 'acres'}}",False,False,ForRent,For Rent,1419100.0,False,False,False,False,2022-01-19 00:00:00,2022-01-24,,
